home_uid,host_uid,llm_label,llm_reason,label,checked
uns-pmf:I252,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I252,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:I252,utwente:202500367,0,data structures,0,yes
uns-pmf:I252,utwente:202001193,0,introductory mathematics,0,yes
uns-pmf:I252,utwente:202500366,0,discrete algorithms,0,yes
uns-pmf:I252,utwente:202500460,0,real analysis,0,yes
uns-pmf:I252,utwente:202200141,0,linear systems,0,yes
uns-pmf:I252,utwente:202200236,0,linear structures,0,yes
uns-pmf:I252,utwente:202400634,0,learning theory,0,yes
uns-pmf:I252,utwente:202400660,0,real analysis,0,yes
uns-pmf:I252,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:I252,utwente:202400631,0,graph theory,0,yes
uns-pmf:I263,utwente:202001363,0,algorithm project,0,yes
uns-pmf:I263,utwente:202200141,0,linear systems,0,yes
uns-pmf:I263,utwente:202200243,0,modelling project,0,yes
uns-pmf:I263,utwente:202500368,0,grammars and automata,0,yes
uns-pmf:I263,utwente:202400635,0,sequential decision-making,0,yes
uns-pmf:I263,utwente:202200338,0,stochastic simulation,0,yes
uns-pmf:I263,utwente:202200239,0,modelling project,0,yes
uns-pmf:I263,utwente:202200236,0,linear structures,0,yes
uns-pmf:I263,utwente:202200339,0,stochastic modelling project,0,yes
uns-pmf:I263,utwente:202300018,0,reflection course,0,yes
uns-pmf:I263,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:I263,utwente:202300028,0,optimisation,0,yes
uns-pmf:I263,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I263,utwente:202500367,0,data structures,0,yes
uns-pmf:I262,utwente:202001363,0,algorithm project,0,yes
uns-pmf:I262,utwente:202200236,0,linear structures,0,yes
uns-pmf:I262,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:I262,utwente:202200239,0,modelling project,0,yes
uns-pmf:I262,utwente:202200243,0,modelling project,0,yes
uns-pmf:I262,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:I262,utwente:202500367,0,data structures,0,yes
uns-pmf:I262,utwente:202400633,0,reflection course,0,yes
uns-pmf:I262,utwente:202200339,0,stochastic modelling project,0,yes
uns-pmf:I262,utwente:202001385,0,graduation project,0,yes
uns-pmf:I262,utwente:202300018,0,reflection course,0,yes
uns-pmf:I262,utwente:201600167,0,mathematical analysis,0,yes
uns-pmf:I262,utwente:202001379,0,graduation project,0,yes
uns-pmf:I262,utwente:202001380,0,reflection course,0,yes
uns-pmf:I311,utwente:202200339,0,stochastic modelling project,0,yes
uns-pmf:I311,utwente:202200142,0,"programming for mathematical modelling, not it tooling",0,yes
uns-pmf:I311,utwente:202001363,0,algorithm project,0,yes
uns-pmf:I311,utwente:202200338,0,stochastic simulation,0,yes
uns-pmf:I311,utwente:202200239,0,modelling project,0,yes
uns-pmf:I311,utwente:202200141,0,linear systems,0,yes
uns-pmf:I311,utwente:202200243,0,modelling project,0,yes
uns-pmf:I311,utwente:202300018,0,reflection course,0,yes
uns-pmf:I311,utwente:202300157,0,modelling project,0,yes
uns-pmf:I311,utwente:202300156,0,modelling project,0,yes
uns-pmf:I311,utwente:202001385,0,graduation project,0,yes
uns-pmf:I311,utwente:202300028,0,optimisation,0,yes
uns-pmf:I311,utwente:202400634,0,learning theory,0,yes
uns-pmf:I311,utwente:202001379,0,graduation project,0,yes
uns-pmf:I311,utwente:202300055,0,basic calculus,0,yes
uns-pmf:M-15,utwente:202300018,0,"reflection on statistics and calculus, not society",0,yes
uns-pmf:M-15,utwente:202500369,0,abstract algebra,0,yes
uns-pmf:M-15,utwente:202400633,0,reflection course,0,yes
uns-pmf:M-15,utwente:202001380,0,reflection course,0,yes
uns-pmf:M-15,utwente:202200141,0,linear systems,0,yes
uns-pmf:M-15,utwente:202300157,0,modelling project,0,yes
uns-pmf:M-15,utwente:202300026,0,mathematical statistics,0,yes
uns-pmf:M-15,utwente:202400631,0,graph theory,0,yes
uns-pmf:M-15,utwente:202200243,0,modelling project,0,yes
uns-pmf:M-15,utwente:202200142,0,modelling and programming,0,yes
uns-pmf:M-15,utwente:202400348,0,philosophy of mathematics,0,yes
uns-pmf:M-15,utwente:202300028,0,optimisation,0,yes
uns-pmf:M-15,utwente:202001237,0,linear algebra,0,yes
uns-pmf:M-15,utwente:202200242,0,differential equations,0,yes
uns-pmf:M-15,utwente:202200236,0,linear structures,0,yes
uns-pmf:I322,utwente:202200339,0,stochastic modelling project,0,yes
uns-pmf:I322,utwente:202200239,0,modelling project,0,yes
uns-pmf:I322,utwente:202200142,0,"programming for mathematical modelling, not it tooling",0,yes
uns-pmf:I322,utwente:202300196,0,modelling project,0,yes
uns-pmf:I322,utwente:202300156,0,modelling project,0,yes
uns-pmf:I322,utwente:202001363,0,algorithm project,0,yes
uns-pmf:I322,utwente:202200243,0,modelling project,0,yes
uns-pmf:I322,utwente:202200338,0,stochastic simulation,0,yes
uns-pmf:I322,utwente:202300157,0,modelling project,0,yes
uns-pmf:I322,utwente:202400633,0,reflection course,0,yes
uns-pmf:I322,utwente:202001385,0,graduation project,0,yes
uns-pmf:I322,utwente:202400660,0,real analysis,0,yes
uns-pmf:I322,utwente:202300028,0,optimisation,0,yes
uns-pmf:I322,utwente:202300018,0,reflection course,0,yes
uns-pmf:I322,utwente:202001379,0,graduation project,0,yes
uns-pmf:I322,utwente:202200236,0,linear structures,0,yes
