home_uid,host_uid,claude_label,claude_reason,final
uns-pmf:M3-22,utwente:202500342,0,"Introduction to Programming does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202001046,0,"Game theory and auctions for web markets, not interest, amortisation, bonds or options.",yes
uns-pmf:M3-22,utwente:202300357,0,"Concurrency and Compiler Construction does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500361,0,"Introduction to Artificial Intelligence and Machine Learning does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500333,0,"Hardware Diamond does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500568,0,"Functional and Logic Programming does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202001033,0,"Statistical Methods for Data Analysis does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500343,0,"Advanced Programming does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500354,0,"Agile Project Technical Development does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500353,0,"Agile Project Process Development does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500352,0,"Databases does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202400444,0,"Data & Information Project does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:I322,utwente:202500344,0,"A Java networked-game team project, not advanced use of office, multimedia or symbolic software tools.",yes
uns-pmf:M-01,utwente:202500331,0,"Software Diamond does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500361,0,"Introduction to Artificial Intelligence and Machine Learning does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500333,1,"Its first half covers Boolean algebra and binary logic, but no lattices, ordered structures or minimisation theory.",yes
uns-pmf:M-01,utwente:202500568,0,"Functional and Logic Programming does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202001047,0,"Web Science Final Project does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500332,0,"Information Diamond does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500343,0,"Advanced Programming does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202300357,0,"Concurrency and Compiler Construction does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500356,1,"Designing circuits with logic gates overlaps the switching-circuit part, but no lattice or Boolean algebra theory.",yes
uns-pmf:M-01,utwente:202500342,0,"Introduction to Programming does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202200022,0,"Knowledge Representation and Reasoning & Data Quality does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500352,0,"Databases does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500353,0,"Agile Project Process Development does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500358,0,"Computer Systems Project does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:M-01,utwente:202500341,0,"Software Design and Modelling does not cover ordered sets, lattices, Boolean algebras and Boolean function minimisation.",yes
uns-pmf:I331,utwente:202400444,0,Data & Information Project does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500354,0,Agile Project Technical Development does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500353,0,Agile Project Process Development does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500352,0,Databases does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500344,0,Software Systems Implementation Project does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500342,0,Introduction to Programming does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500361,0,Introduction to Artificial Intelligence and Machine Learning does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500341,0,Software Design and Modelling does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202001047,0,"Group essay on network science topics from a fixed book, not a study of a chosen IT discipline and its tools.",yes
uns-pmf:I331,utwente:202500358,0,Computer Systems Project does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202300106,1,Individual research paper and presentation on an IT topic resembles a seminar paper but is a much larger thesis-level project.,yes
uns-pmf:I331,utwente:202500331,0,Software Diamond does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202200024,0,DS&AI Project does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202400608,0,Internship TCS does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500362,0,User Experience Design does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500332,0,Information Diamond does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202200022,0,Knowledge Representation and Reasoning & Data Quality does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I331,utwente:202500346,0,Network Systems Part 1 does not cover a seminar paper on a chosen IT discipline.,yes
uns-pmf:I011,utwente:202001363,0,Host is about graph isomorphism implementation project; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202001234,0,Host is about logic sets functions and relations; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202200142,1,About 40 percent basic Python programming constructs; overlapping but not sufficient alone.,yes
uns-pmf:I011,utwente:202001193,0,Host is about sets logic combinatorics and basic calculus; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202200243,0,Host is about dynamical-systems modelling project; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202500369,0,Host is about abstract algebra; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:201600167,0,Host is about rigorous foundations of real analysis; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202500368,0,Host is about formal languages and automata; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202200141,0,Host is about linear algebra (vector spaces); no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202500367,0,Host is about algorithms and data structures; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202200339,0,Host is about stochastic modelling project; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202200239,0,Host is about modelling project with some Python; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202400634,0,Host is about learning theory; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202001379,0,Host is about bachelor thesis; no substantive overlap with the home course.,yes
uns-pmf:I011,utwente:202500460,0,Host is about real analysis of sequences and continuity; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202001234,1,Covers logic sets functions relations equivalences and partial orders but lacks predicate calculus depth resolution and formal theories.,yes
uns-pmf:I111,utwente:202001193,1,Intro part covers propositional and predicate logic sets and proofs; calculus half unrelated and no formal theories.,yes
uns-pmf:I111,utwente:201600167,1,Propositional and first-order logic axiomatic set theory and relations overlap strongly but course is aimed at real analysis.,yes
uns-pmf:I111,utwente:202500460,0,Host is about real analysis of sequences and continuity; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202300018,0,Host is about reflection on mathematics; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202500369,0,Host is about abstract algebra; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202200141,0,Host is about linear algebra (vector spaces); no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202400348,0,Host is about philosophy of mathematics; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202200236,0,Host is about eigenvalues and inner product spaces; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202001215,0,Host is about calculus with ODEs and complex numbers; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202300026,0,Host is about mathematical statistics; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202300028,0,Host is about nonlinear optimisation; no substantive overlap with the home course.,yes
uns-pmf:I111,utwente:202200243,0,Host is about dynamical-systems modelling project; no substantive overlap with the home course.,yes
uns-pmf:I112,utwente:202400660,1,Covers differentiation Taylor Riemann and improper integrals; lacks sequences and series which are in Analysis 1.,yes
uns-pmf:I112,utwente:202001201,1,Covers single-variable integration and improper integrals only; no limits sequences or series.,yes
uns-pmf:I112,utwente:202500460,1,Covers axiomatic reals sequences series and continuity; lacks differentiation and integration.,yes
uns-pmf:I112,utwente:202200179,1,Covers series Taylor and single-variable integration but mostly multivariable; no limits or derivatives basics.,yes
uns-pmf:I112,utwente:202001193,1,Calculus 1A part covers limits continuity differentiation and Taylor; no integrals or series.,yes
uns-pmf:I112,utwente:202300055,1,Covers limits continuity differentiation and Taylor only; no integration or series.,yes
uns-pmf:I112,utwente:202001234,0,Host is about logic sets functions and relations; no substantive overlap with the home course.,yes
uns-pmf:I112,utwente:202300017,0,Host is about multivariable analysis; no substantive overlap with the home course.,yes
uns-pmf:I112,utwente:202001215,1,Limits continuity and differentiation overlap but course centres on ODEs complex numbers and vectors.,yes
uns-pmf:I112,utwente:201500405,0,Host is about complex function theory; no substantive overlap with the home course.,yes
uns-pmf:I112,utwente:202300018,0,Host is about reflection on mathematics; no substantive overlap with the home course.,yes
uns-pmf:I112,utwente:201600167,1,Construction of reals and real series overlap but no differentiation or integration.,yes
uns-pmf:I021,utwente:202500367,1,Elementary data structures and complexity overlap but focus is heaps trees sorting; linked lists stacks and queues not central.,yes
uns-pmf:I021,utwente:202001363,0,Host is about graph isomorphism implementation project; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202500369,0,Host is about abstract algebra; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202200141,0,Host is about linear algebra (vector spaces); no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202200236,0,Host is about eigenvalues and inner product spaces; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202001234,0,Host is about logic sets functions and relations; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202500368,0,Host is about formal languages and automata; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202001237,0,Host is about linear algebra; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202001193,0,Host is about sets logic combinatorics and basic calculus; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202200243,0,Host is about dynamical-systems modelling project; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202200239,0,Host is about modelling project with some Python; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202200142,0,Host is about mathematical modelling with basic Python; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202500366,0,Host is about algorithmic discrete mathematics; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202400634,0,Host is about learning theory; no substantive overlap with the home course.,yes
uns-pmf:I021,utwente:202300018,0,Host is about reflection on mathematics; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202500369,1,Covers groups rings fields and Euclidean algorithm; lacks the linear systems matrices and determinants half.,yes
uns-pmf:I121,utwente:202200141,1,Covers linear systems vector spaces and determinants; lacks algebraic structures and number theory.,yes
uns-pmf:I121,utwente:202001237,1,Covers Gaussian elimination matrices inverses and determinants; lacks algebraic structures and polynomials.,yes
uns-pmf:I121,utwente:202200236,0,Host is about eigenvalues and inner product spaces; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202001193,0,Host is about sets logic combinatorics and basic calculus; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202001234,0,Host is about logic sets functions and relations; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202500460,0,Host is about real analysis of sequences and continuity; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:201600167,0,Host is about rigorous foundations of real analysis; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202400631,0,Host is about graph theory; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202500367,0,Host is about algorithms and data structures; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202200238,0,Host is about systems and control theory; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202001201,0,Host is about integration and ODEs; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202500366,0,Host is about algorithmic discrete mathematics; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202400632,0,Host is about partial differential equations; no substantive overlap with the home course.,yes
uns-pmf:I121,utwente:202300055,0,Host is about differential calculus; no substantive overlap with the home course.,yes
uns-pmf:I122,utwente:202300017,2,"Covers multivariable differentiation, Taylor, implicit functions, extrema, multiple integrals and Green/Stokes/Gauss, more rigorously.",yes
uns-pmf:I032,utwente:202001363,0,Host is about graph isomorphism implementation project; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202200141,0,Host is about linear algebra (vector spaces); no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202200243,0,Host is about dynamical-systems modelling project; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202200239,0,Host is about modelling project with some Python; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202500367,0,Host is about algorithms and data structures; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202200142,0,Host is about mathematical modelling with basic Python; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202500369,0,Host is about abstract algebra; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202200236,0,Host is about eigenvalues and inner product spaces; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202500368,0,Host is about formal languages and automata; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202001234,0,Host is about logic sets functions and relations; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202001193,0,Host is about sets logic combinatorics and basic calculus; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:201600167,0,Host is about rigorous foundations of real analysis; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202400634,0,Host is about learning theory; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202300028,0,Host is about nonlinear optimisation; no substantive overlap with the home course.,yes
uns-pmf:I032,utwente:202200337,0,Host is about stochastic models and queueing; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202500367,2,Covers sorting complexity binary trees traversal divide and conquer and dynamic programming - the core of the home course.,yes
uns-pmf:I033,utwente:202500369,0,Host is about abstract algebra; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202001363,0,Host is about graph isomorphism implementation project; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202200141,0,Host is about linear algebra (vector spaces); no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202400631,0,Host is about graph theory; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202500366,0,Host is about algorithmic discrete mathematics; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202001193,0,Host is about sets logic combinatorics and basic calculus; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202200236,0,Host is about eigenvalues and inner product spaces; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202001234,0,Host is about logic sets functions and relations; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202001237,0,Host is about linear algebra; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202200337,0,Host is about stochastic models and queueing; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202400634,0,Host is about learning theory; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202300026,0,Host is about mathematical statistics; no substantive overlap with the home course.,yes
uns-pmf:I033,utwente:202200239,0,Host is about modelling project with some Python; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202400631,1,Covers graph basics trees and connectivity but no combinatorics or BFS/DFS algorithms.,yes
uns-pmf:I034,utwente:202500366,1,Recurrence relations and graph algorithms overlap; combinatorial counting and basic graph theory mostly missing.,yes
uns-pmf:I034,utwente:202001234,0,Host is about logic sets functions and relations; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202001193,1,Intro part covers permutations combinations inclusion-exclusion and binomial theorem; no graph theory.,yes
uns-pmf:I034,utwente:202500367,0,Host is about algorithms and data structures; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202500369,0,Host is about abstract algebra; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202001363,0,Host is about graph isomorphism implementation project; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202001237,0,Host is about linear algebra; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202200141,0,Host is about linear algebra (vector spaces); no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:201600167,0,Host is about rigorous foundations of real analysis; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202400634,0,Host is about learning theory; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202500460,0,Host is about real analysis of sequences and continuity; no substantive overlap with the home course.,yes
uns-pmf:I034,utwente:202300027,0,Host is about linear optimisation; no substantive overlap with the home course.,yes
uns-pmf:I141,utwente:202500368,0,"Host covers formal languages and automata, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202200142,0,"Host covers mathematical modelling and Python basics, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202300018,0,"Host covers philosophy and history of mathematics, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202200141,0,"Host covers linear algebra, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202001234,0,"Host covers logic, sets, functions and relations, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202001363,0,"Host covers a graph isomorphism implementation project, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202500367,0,"Host covers algorithms and data structures, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202200243,0,"Host covers a dynamical-systems modelling project with Python, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:201600167,0,"Host covers logic, set theory and foundations of real analysis, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202400635,0,"Host covers sequential decision-making and online algorithms, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202500369,0,"Host covers abstract algebra, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202200239,0,"Host covers a modelling project with Python, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202001193,0,"Host covers sets, logic and differential calculus, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202400634,0,"Host covers mathematical learning theory, not a comparative programming languages and paradigms course.",yes
uns-pmf:I141,utwente:202001237,0,"Host covers linear algebra, not a comparative programming languages and paradigms course.",yes
uns-pmf:I144,utwente:202200141,1,"Shares vector spaces, linear maps and determinants but lacks lines, planes, conics and 3D geometric problem solving.",yes
uns-pmf:I052,utwente:202200243,0,"Host covers a dynamical-systems modelling project with Python, not UML information system modelling.",yes
uns-pmf:I052,utwente:202300157,0,"Host covers a modelling project, not UML information system modelling.",yes
uns-pmf:I052,utwente:202500368,0,"Host covers formal languages and automata, not UML information system modelling.",yes
uns-pmf:I052,utwente:202200142,0,"Host covers mathematical modelling and Python basics, not UML information system modelling.",yes
uns-pmf:I052,utwente:202200339,0,"Host covers a stochastic modelling project, not UML information system modelling.",yes
uns-pmf:I052,utwente:202200336,0,"Host covers Markov chains, not UML information system modelling.",yes
uns-pmf:I052,utwente:202001234,0,"Host covers logic, sets, functions and relations, not UML information system modelling.",yes
uns-pmf:I052,utwente:202200338,0,"Host covers stochastic simulation, not UML information system modelling.",yes
uns-pmf:I052,utwente:202300018,0,"Host covers philosophy and history of mathematics, not UML information system modelling.",yes
uns-pmf:I052,utwente:202400348,0,"Host covers philosophy of mathematics, not UML information system modelling.",yes
uns-pmf:I052,utwente:202300196,0,"Host covers a modelling project, not UML information system modelling.",yes
uns-pmf:I052,utwente:202300156,0,"Host covers a modelling project, not UML information system modelling.",yes
uns-pmf:I052,utwente:202400634,0,"Host covers mathematical learning theory, not UML information system modelling.",yes
uns-pmf:I052,utwente:202001237,0,"Host covers linear algebra, not UML information system modelling.",yes
uns-pmf:I052,utwente:202200239,0,"Host covers a modelling project with Python, not UML information system modelling.",yes
uns-pmf:I152,utwente:202500367,1,Covers complexity analysis of classical algorithms but not computability or complexity classes.,yes
uns-pmf:I152,utwente:202500366,1,"Covers graph algorithms and computation time but not computability, Turing machines or NP-completeness.",yes
uns-pmf:I152,utwente:202001234,0,"Host covers logic, sets, functions and relations, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202300028,0,"Host covers nonlinear optimisation and neural networks, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202400631,0,"Host covers graph theory, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202500368,1,"Covers Turing machines, recursive languages and decidability but not recursive functions or NP-completeness.",yes
uns-pmf:I152,utwente:202001193,0,"Host covers sets, logic and differential calculus, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202200241,0,"Host covers numerical mathematics, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202500460,0,"Host covers real analysis foundations, not computability and complexity theory.",yes
uns-pmf:I152,utwente:201600167,0,"Host covers logic, set theory and foundations of real analysis, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202300026,0,"Host covers mathematical statistics, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202400660,0,"Host covers differential and integral calculus with proofs, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202300027,0,"Host covers linear optimisation, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202200238,0,"Host covers control and systems theory, not computability and complexity theory.",yes
uns-pmf:I152,utwente:202300017,0,"Host covers multivariable analysis and vector calculus, not computability and complexity theory.",yes
uns-pmf:I211,utwente:202001234,2,"Logic, set theory, functions, relations, partial orders and equivalence relations cover the core of the home course.",yes
uns-pmf:I211,utwente:202001193,1,"Its introduction-to-mathematics half covers sets, logic and proofs; the rest is calculus.",yes
uns-pmf:I211,utwente:202500368,0,"Host covers formal languages and automata, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:201600167,1,"Covers propositional and predicate logic, set theory and relations, but half is real analysis.",yes
uns-pmf:I211,utwente:202500460,0,"Host covers real analysis foundations, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202500369,0,"Host covers abstract algebra, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202200141,0,"Host covers linear algebra, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202500367,0,"Host covers algorithms and data structures, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202400631,0,"Host covers graph theory, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202400634,0,"Host covers mathematical learning theory, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202300157,0,"Host covers a modelling project, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202200243,0,"Host covers a dynamical-systems modelling project with Python, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202200142,0,"Host covers mathematical modelling and Python basics, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202001344,0,"Host covers probability theory, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I211,utwente:202300018,0,"Host covers philosophy and history of mathematics, not discrete foundations (sets, relations, logic, lattices).",yes
uns-pmf:I212,utwente:202400660,1,"Covers differentiation, MVT, Taylor, Riemann integral and FTC but assumes reals, limits and continuity from Analysis 1.",yes
uns-pmf:I212,utwente:202001215,1,"Covers limits, continuity and differentiation but not integration, alongside ODEs and vectors.",yes
uns-pmf:I212,utwente:202500460,1,"Covers reals, limits, sequences and continuity but not differentiation or integration.",yes
uns-pmf:I212,utwente:202001201,1,"Covers single-variable integration and FTC but not limits, continuity or differentiation.",yes
uns-pmf:I212,utwente:202300055,1,"Covers limits, continuity and differentiation but not integration.",yes
uns-pmf:I212,utwente:202001234,0,"Host covers logic, sets, functions and relations, not single-variable real analysis and calculus.",yes
uns-pmf:I212,utwente:201600167,1,"Constructs the reals and their topology and real series, but not differential or integral calculus.",yes
uns-pmf:I212,utwente:202200179,1,Covers single-variable integration and series but not limits and differential calculus basics.,yes
uns-pmf:I212,utwente:202300018,0,"Host covers philosophy and history of mathematics, not single-variable real analysis and calculus.",yes
uns-pmf:I212,utwente:202001193,1,Its Calculus 1A half covers limits and differentiation; integration is missing.,yes
uns-pmf:I212,utwente:202300017,0,"Host covers multivariable analysis and vector calculus, not single-variable real analysis and calculus.",yes
uns-pmf:I212,utwente:201500405,0,"Host covers complex function theory, not single-variable real analysis and calculus.",yes
uns-pmf:I221,utwente:202200338,0,"Host covers stochastic simulation, not e-business.",yes
uns-pmf:I221,utwente:202400635,0,"Host covers sequential decision-making and online algorithms, not e-business.",yes
uns-pmf:I221,utwente:202200339,0,"Host covers a stochastic modelling project, not e-business.",yes
uns-pmf:I221,utwente:202200142,0,"Host covers mathematical modelling and Python basics, not e-business.",yes
uns-pmf:I221,utwente:202400633,0,"Host covers philosophy of science and literature study, not e-business.",yes
uns-pmf:I221,utwente:202001363,0,"Host covers a graph isomorphism implementation project, not e-business.",yes
uns-pmf:I221,utwente:202300026,0,"Host covers mathematical statistics, not e-business.",yes
uns-pmf:I221,utwente:202300157,0,"Host covers a modelling project, not e-business.",yes
uns-pmf:I221,utwente:202200243,0,"Host covers a dynamical-systems modelling project with Python, not e-business.",yes
uns-pmf:I221,utwente:202001237,0,"Host covers linear algebra, not e-business.",yes
uns-pmf:I221,utwente:201600167,0,"Host covers logic, set theory and foundations of real analysis, not e-business.",yes
uns-pmf:I221,utwente:202001379,0,"Host covers the mathematics bachelor thesis, not e-business.",yes
uns-pmf:I221,utwente:202400631,0,"Host covers graph theory, not e-business.",yes
uns-pmf:I221,utwente:202300018,0,"Host covers philosophy and history of mathematics, not e-business.",yes
uns-pmf:I221,utwente:202300028,0,"Host covers nonlinear optimisation and neural networks, not e-business.",yes
uns-pmf:I221,utwente:202400634,0,"Host covers mathematical learning theory, not e-business.",yes
uns-pmf:I221,utwente:202300027,0,"Host covers linear optimisation, not e-business.",yes
uns-pmf:I221,utwente:202200238,0,"Host covers control and systems theory, not e-business.",yes
uns-pmf:I222,utwente:202200236,0,"Eigenvectors and inner product spaces; none of the algebraic structures, number theory or polynomial content.",yes
uns-pmf:I241,utwente:202200236,0,"Linear Structures 2 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202200243,0,"Modelling and Programming 3 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202500367,0,"Algorithms and Data Structures does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202300157,0,"Modelling 3 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202300196,0,"Modelling 2 and Project for AM-TN does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202001363,0,"Implementation Project on Graph Isomorphism does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202300026,0,"Mathematical Statistics 2 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202200141,0,"Linear Structures 1 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202200239,0,"Modelling and Programming 2 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202200339,0,"Project Stochastic Models in Practice does not cover databases, JDBC, transactions and distributed DBMS.",yes
